CHOICE4,CHOICE4B,VEHTYPE2_TXT,FUELTYPE2_TXT,VEHAGE_C20,MODEL_YEAR,BT-FT-Year,NumMakes,NumModels,MPG,Range,charge240,co2gpm,NewPrice,DepreciatedValue,AnnMaintCost
5403,463,Motorcycle,PEV,3,2015,Motorcycle-PEV-2015,0,0,0,0,0,0,16203,9968,227
5404,464,Motorcycle,PEV,4,2014,Motorcycle-PEV-2014,0,0,0,0,0,0,12978,7093,227
5405,465,Motorcycle,PEV,5,2013,Motorcycle-PEV-2013,0,0,0,0,0,0,15387,7449,227
5406,466,Motorcycle,PEV,6,2012,Motorcycle-PEV-2012,0,0,0,0,0,0,13939,5958,227
5407,467,Motorcycle,PEV,7,2011,Motorcycle-PEV-2011,0,0,0,0,0,0,11382,4282,227
5408,468,Motorcycle,PEV,8,2010,Motorcycle-PEV-2010,0,0,0,0,0,0,11382,3757,227
5409,469,Motorcycle,PEV,9,2009,Motorcycle-PEV-2009,0,0,0,0,0,0,11382,3286,227
5410,470,Motorcycle,PEV,10,2008,Motorcycle-PEV-2008,0,0,0,0,0,0,11382,2864,227
5411,471,Motorcycle,PEV,11,2007,Motorcycle-PEV-2007,0,0,0,0,0,0,11382,2487,227
5412,472,Motorcycle,PEV,12,2006,Motorcycle-PEV-2006,0,0,0,0,0,0,11382,2153,227
5413,473,Motorcycle,PEV,13,2005,Motorcycle-PEV-2005,0,0,0,0,0,0,11382,1855,227
5414,474,Motorcycle,PEV,14,2004,Motorcycle-PEV-2004,0,0,0,0,0,0,11382,1591,227
5415,475,Motorcycle,PEV,15,2003,Motorcycle-PEV-2003,0,0,0,0,0,0,11382,1356,227
5416,476,Motorcycle,PEV,16,2002,Motorcycle-PEV-2002,0,0,0,0,0,0,11382,1146,227
5417,477,Motorcycle,PEV,17,2001,Motorcycle-PEV-2001,0,0,0,0,0,0,11382,956,227
5418,478,Motorcycle,PEV,18,2000,Motorcycle-PEV-2000,0,0,0,0,0,0,11382,784,227
5419,479,Motorcycle,PEV,19,1999,Motorcycle-PEV-1999,0,0,0,0,0,0,11382,624,227
5420,480,Motorcycle,PEV,20,1998,Motorcycle-PEV-1998,0,0,0,0,0,0,11382,473,227
5501,481,Motorcycle,BEV,1,2017,Motorcycle-BEV-2017,2,2,240,80,4.5,0,16712,12907,227
5502,482,Motorcycle,BEV,2,2016,Motorcycle-BEV-2016,2,2,240,80,4.5,0,19202,13255,227
5503,483,Motorcycle,BEV,3,2015,Motorcycle-BEV-2015,1,1,240,80,4.5,0,16203,9968,227
5504,484,Motorcycle,BEV,4,2014,Motorcycle-BEV-2014,1,1,240,80,4.5,0,12978,7093,227
5505,485,Motorcycle,BEV,5,2013,Motorcycle-BEV-2013,1,1,240,80,4.5,0,15387,7449,227
5506,486,Motorcycle,BEV,6,2012,Motorcycle-BEV-2012,1,1,240,80,4.5,0,13939,5958,227
5507,487,Motorcycle,BEV,7,2011,Motorcycle-BEV-2011,1,1,240,80,4.5,0,11382,4282,227
5508,488,Motorcycle,BEV,8,2010,Motorcycle-BEV-2010,1,1,240,80,4.5,0,11382,3757,227
5509,489,Motorcycle,BEV,9,2009,Motorcycle-BEV-2009,1,1,240,80,4.5,0,11382,3286,227
5510,490,Motorcycle,BEV,10,2008,Motorcycle-BEV-2008,1,1,240,80,4.5,0,11382,2864,227
5511,491,Motorcycle,BEV,11,2007,Motorcycle-BEV-2007,0,0,0,0,0,0,11382,2487,227
5512,492,Motorcycle,BEV,12,2006,Motorcycle-BEV-2006,0,0,0,0,0,0,11382,2153,227
5513,493,Motorcycle,BEV,13,2005,Motorcycle-BEV-2005,0,0,0,0,0,0,11382,1855,227
5514,494,Motorcycle,BEV,14,2004,Motorcycle-BEV-2004,0,0,0,0,0,0,11382,1591,227
5515,495,Motorcycle,BEV,15,2003,Motorcycle-BEV-2003,0,0,0,0,0,0,11382,1356,227
5516,496,Motorcycle,BEV,16,2002,Motorcycle-BEV-2002,0,0,0,0,0,0,11382,1146,227
5517,497,Motorcycle,BEV,17,2001,Motorcycle-BEV-2001,0,0,0,0,0,0,11382,956,227
5518,498,Motorcycle,BEV,18,2000,Motorcycle-BEV-2000,0,0,0,0,0,0,11382,784,227
5519,499,Motorcycle,BEV,19,1999,Motorcycle-BEV-1999,0,0,0,0,0,0,11382,624,227
5520,500,Motorcycle,BEV,20,1998,Motorcycle-BEV-1998,0,0,0,0,0,0,11382,473,227
